,text
243,"Cristin Dorgelo, who was chief of staff in the White House’s Office of Science and Technology Policy under President Barack Obama, said a commander in chief was supposed to be the nation’s most effective intermediary between the public and the science and technology communities."
244,"Mr. Obama, she pointed out, edited an issue of Wired magazine and was notorious for imbibing detailed memorandums on technology policy."
245,"“I think that we have a problem where there are people doing good work inside of the building to advance policy on technology issues,” Ms. Dorgelo said, “but a president who at the same time does not ground his remarks about science and technology in fact and in evidence.”"
246,"It’s not as if Mr. Trump dismisses all technology in his public life. He likes hobnobbing with technology executives at the White House, like Tim Cook of Apple (although he called him “Tim Apple”), and has masterfully re-engineered the presidential Twitter account to serve as his e-bully pulpit. Aides say he is also adept at using his DVR systems to record television shows. Mr. Trump, after all, believes TiVo is “one of the great inventions of all time.” "
247,"Mr. Trump has also used an executive order to establish a national strategy for artificial intelligence and another to develop a strategy to lead the world in fifth-generation, or 5G, cellular networks. (Mr. Trump remarked recently on Twitter that 6G would be even better.)"
248,"“The Trump administration has been laser-focused on an ambitious national tech policy agenda that drives innovation and American leadership in emerging technologies like artificial intelligence, 5G networks and quantum computing,” Michael Kratsios, the deputy assistant to the president for technology policy, said in a statement. “The president cares deeply about ensuring these technologies are developed by American innovators, built by American workers and reflect American values and priorities.”"
249,"Some experts are concerned that the commitment is little more than lip service. Mr. West, from Brookings, said the White House established an A.I. policy a year and a half after China announced that it planned to create an A.I. industry worth $150 billion to its economy by 2030."
250,"“It’s too little, too late,” Mr. West said. “If you’re not funding a major initiative, agencies are not going to take it seriously.”"
251,"But Aneesh Chopra, who was Mr. Obama’s chief technology officer, said in an interview that in other matters there was a “surprising alignment on a number of key areas” where the Trump White House has worked to expand a blueprint left by predecessors."
252,"“I may strongly disagree with the president’s views of health care reform,” Mr. Chopra said, “but I am pleased with the president’s commitment to build on progress on the long-term technical foundation of what we refer to as a health care internet.”"
253,"Mr. Chopra and several of the president’s aides credited Jared Kushner, the president’s son-in-law and senior adviser, with pushing Mr. Trump to recognize the importance of some of those efforts."
254,"A key to getting Mr. Trump to respond to technological efforts, several of his advisers said, is to frame the pitch in cost-saving and customer-service terms. During a 2017 meeting to get him on board with revamping government technology systems, a project Mr. Kushner championed after helping establish the Office of American Innovation, aides said they told Mr. Trump the effort could save billions."
255,"After asking his aides what Americans would see if the systems to apply for farming loans or veterans health care benefits were redesigned, Mr. Trump eventually approved the effort. But Mr. Trump said at the time that he knew he would never get credit for it, according to two people familiar with his remarks."
256,"After all, this is the same president who said the Navy should get rid of an electromagnetic catapult system on a new aircraft carrier and replace it with an old one that used steam."
257,"“They have digital,” Mr. Trump told Time magazine in 2017. “What is digital? And it’s very complicated; you have to be Albert Einstein to figure it out.” The Navy, Mr. Trump said, told him it had to stay with digital. “I said, ‘No you’re not,’” Mr. Trump recounted. He added that the Navy had to switch to “goddamned steam; the digital costs hundreds of millions of dollars more money, and it’s no good.”"
258,"LONDON — Before the plane carrying him vanished over the English Channel, an Argentine soccer player sent a chilling audio message from the flight in which he said “I’m so afraid” and warned that the aircraft “seems like it’s falling to pieces,” Argentine news outlets reported on Tuesday."
259,"Both Emiliano Sala, 28, who had just signed with Cardiff City of the English Premier League, and the pilot, whom officials have not identified, were feared dead after the disappearance of the plane Monday night."
260,"Officials have said that if the missing plane went down in the cold, rough waters, there was little chance that the two people aboard were still alive."
261,"A joint French and British search effort resumed on Wednesday with airplanes, helicopters and ships, but John Fitzgerald, chief officer of Channel Islands Air Search, said that it should no longer be considered a rescue operation."
262,"“It’s getting to that stage now,” he said in a telephone interview. “There’s a lot of people still on the hunt,” he added, but hopes of finding survivors are “very much plucking at straws.”"
263,"While in the air, as the plane was battered by harsh weather, Mr. Sala, speaking in Spanish, sent an audio WhatsApp message to a group of friends, said Diego Rolán, a Uruguayan player, who told a radio station in his home country that he was among the recipients of the message. Argentine news organizations obtained and posted on their websites what they said was Mr. Sala’s recorded message."
264,"The man speaking sounds calm, asking his friends how they are doing, looking forward to joining his new team, complaining of being tired, and even yawning. But he also returns several times to his concern about the flight."
265,"“If, in an hour and a half, you have no news from me, I don’t know if they are going to send someone to look for me, because they are not going to find me,” he says."
266,"Cardiff City officials said Wednesday that Mr. Sala had made his own travel arrangements to reach Cardiff, without the club’s involvement."
267,"Mr. Sala became a star playing for Nantes in the top French league, and the team’s fans gathered in his honor in the city’s Place Royale on Tuesday night, chanting and waving banners. He was recently sold to Cardiff City, and he was scheduled to join that team on Tuesday."
268,"Mr. Sala was flying to Cardiff from Nantes aboard a single-engine, propeller-driven Piper Malibu, on a night when the region was hit by rain, snow and high winds. The plane took off at 8:15 p.m. local time and disappeared from air traffic control radar over the Channel 68 minutes later."
269,"French aviation officials have said that only two people were aboard, but there have been unconfirmed reports in the news media of another passenger."
270,"In a statement, the harbormaster for the island of Guernsey, Capt. David Barker, listed four theories about what happened. Two seemed especially remote possibilities: that the men on the plane had touched down safely on land somewhere, or that they were rescued from the sea by a passing ship, but had not gotten word out that they had survived."
271,"The other possibilities were less optimistic: that “they landed on water and made it into the life raft we know was on board,” or that “the aircraft broke up on contact with the water, leaving them in the sea,” Captain Barker said."
272,"“Our search area is prioritized on the life raft option,” he said."
273,Before reading the article: 
274,"On March 10, a jetliner bound for Nairobi, Kenya, crashed shortly after leaving Ethiopia’s capital, Addis Ababa, killing all 157 people on board — the second deadly crash in under five months involving the Boeing 737 Max 8 aircraft."
275,"First, read this excerpt from a Times article about the victims of Ethiopian Airlines Flight 302:"
276,"The flight route from Addis Ababa, Ethiopia’s capital, to Nairobi, Kenya, is sometimes referred to as a “U.N. shuttle” because of how often United Nations staff members take it."
277,"On Sunday, when Ethiopian Airlines Flight 302 plummeted to the ground shortly after takeoff, killing more than 150 people, the plane had a particularly high concentration of United Nations employees: At least 22 staff members died in the crash, a United Nations official said on Monday."
278,"The airline said the flight had passengers from at least 30 countries, some of whom were aid workers for other humanitarian organizations."
279,"The dead included at least 32 Kenyans; 18 Canadians; nine each from Ethiopia and France; eight each from the United States, China and Italy; and seven from Britain, according to the airline, officials and news accounts."
280,"Then watch this two-minute video, “Aftermath of Deadly Ethiopian Airlines Plane Crash.”"
281,• What facts are known about the crash of Ethiopian Airlines Flight 302?
282,• Why are investigators looking into the model of the aircraft as a possible cause of the crash?
283,"Now, read the article, “What We Know and Don’t Know About the Ethiopian Plane Crash,” and answer the following questions: "
284,1. What are some initial possible causes for the crash of Ethiopian Airlines Flight 302?
285,2. What challenges do investigators face determining the cause of a crash? How long can investigations take?
286,"3. Why is early speculation about the cause of a crash often wrong, according to the author?"
287,4. In what ways are Ethiopian Airlines Flight 302 and the Lion Air crash in October similar? How are they different?
288,5. When was the Boeing 737 created and when was the Max 8 model introduced? What is unique about the new model?
289,6. What is the safety record of the 737?
290,"Finally, tell us more about what you think:"
291,"As public safety concerns have mounted, aviation regulators from countries around the world, including the United States, have grounded the use of the Boeing 737 Max 8. Take a look at the map “From 8,600 Flights to Zero” and answer these three questions:"
292,• What do you notice?
293,• What do you wonder?
294,• What might be going on in this graph?
295,Then read the following excerpt from the article “Boeing Planes Are Grounded in U.S. After Days of Pressure.”
296,"President Trump announced on Wednesday that the United States was grounding Boeing’s 737 Max aircraft, reversing an earlier decision by American regulators to keep the jets flying after a second deadly crash in Ethiopia."
297,"The order came hours after Canada’s transport minister said that newly available satellite-tracking data suggested similarities between the crash in Ethiopia and another accident last October. In a statement released after Mr. Trump’s announcement, the F.A.A. also cited “newly refined satellite data” as supporting the decision to ground the jets."
298,"The Federal Aviation Administration had for days resisted calls to ground the plane even as safety regulators in some 42 countries had banned flights by the jets. As recently as Tuesday, the agency said it had seen “no systemic performance issues” that would prompt it to halt flights of the jet."
299,"“The safety of the American people, of all people, is our paramount concern,” Mr. Trump told reporters in the White House."
300,What new information led the U.S. and Canada to ground the Boeing 737 Max 8? Do you think the Trump administration and the F.A.A. made the right decision? Or should they have waited for more information from the crash investigation?
301,Related Resources:
302,Answers to Your Questions About the Boeing 737 Max 8
303,Three Generations of a Canadian Family Died in Ethiopian Plane Crash
304,‘My Heart Is on Fire’: Ethiopian Airlines Victims Embodied Kenya’s Ambitions
305,"NEW DELHI — Lessors to Jet Airways Ltd are planning to ask India's aviation regulator to de-register many more planes leased to the airline, three sources said, signaling a planned bailout of the debt-laden carrier is failing to assuage their concerns."
306,"About six lessors are expected to apply to the Directorate General of Civil Aviation (DGCA) to de-register up to 15 planes that have already been grounded, over the next 10 days, one of the sources with direct knowledge of the matter told Reuters."
307,"This is in addition to the five planes that MC Aviation Partners, a subsidiary of Mitsubishi Corp, applied on Friday to de-register, the source said."
308,"Once de-registered, lessors can take the plane out of the country and lease them to other airlines."
309,"While some lessors have already taken their planes out after a mutual agreement with Jet, sources say the latest applications to do so are on a non-consensual basis."
310,"This deepens the crisis for Jet that has had to ground more than three-quarters of its fleet of 119 planes, many due to non-payment to lessors, leading to hundreds of flight cancellations. "
311,It was not immediately clear which of its lessors were planning to apply for de-registration in the coming days. 
312,"About 100 of Jet's 119 mainly Boeing planes are leased by companies such as Avolon, GE Capital Aviation Services and AerCap Holdings."
313,"Avolon, one of the world's biggest aircraft lessors, on Thursday applied to the DGCA to take two of its planes placed with Jet outside of India, making it the first to pull planes out on a non-consensual basis."
314,"""The lessors are really hassled,"" said one of the sources, declining to be identified as the discussions were private. "
315,"""Nobody wants to take risks."""
316,"Jet, India's oldest private carrier now controlled by its lenders, did not respond to requests for comment. "
317,"Reflecting the overall risk-off sentiment, Indian Oil halted jet fuel supplies to the airline from Friday noon, saying it hopes to soon resolve payment issue with Jet."
318,Jet shares ended down 1.6 percent in a positive Mumbai market. 
319,DOWN TO THE WIRE
320,"India is keen to save Jet to prevent thousands of job losses, which could potentially dent sentiment days ahead a federal election in which Prime Minister Narendra Modi seeks to secure a second term."
321,"Jet's lenders, led by State Bank of India (SBI), last month agreed to bailout the airline in a complex deal that involved the banks taking a majority stake in the company, while they continue looking for a new investor, and providing a fresh loan of $218 million. "
322,The lenders said late on Thursday they intended to push forward with their plan but offered no clarity on the interim funding.
323,"Some lessors have been skeptical about whether this proposed bailout can clear their dues on time. Several have not been paid for five to six months, a source has told Reuters."
324,"""It's getting down to the wire. If nothing comes out by next week, I think it's done,"" said another source."
325,"After Kingfisher Airlines' disorderly collapse in 2012, India modified rules in line with the Cape Town convention, an international treaty that makes it easier for foreign lessors to repossess aircraft during payment defaults."
326,"In theory, lessors have the option to file a complaint with the DGCA, which in turn can cancel a plane's registration within five working days. But this is subject to some conditions such as clearing dues owed to airport operators, fuel vendors, tax authorities and other private entities."
327,"The government also needs to revise some local laws that conflict with the full implementation of the convention, making it a more complicated process in India than in some other countries."
328, (Editing by Himani Sarkar)
329,"HONG KONG — Indonesia has found the cockpit voice recorder of a Lion Air plane that crashed off the country’s coast last year, Indonesian officials said Monday, raising hopes that recordings could help explain how the pilots battled an apparent mechanical failure."
330,"Lion Air Flight 610 plummeted into the Java Sea shortly after takeoff from Jakarta, the Indonesian capital, in late October, killing all 189 people on board."
331,"Haryo Satmiko, deputy chief of the country’s transportation safety committee, confirmed in a text message on Monday that Navy divers had found the cockpit voice recorder on the seafloor, along with human remains, and that it would likely take two to three months to analyze the data."
332,"Mr. Haryo added that part of the recorder had been damaged, albeit not the part that contains the main data. “We have to handle it very carefully,” he said."
333,"The plane was a brand-new Boeing 737 Max 8, the latest model of Boeing’s workhorse 737 fleet. Its so-called black box, which records flight data, was recovered in early November."
334,"The pilots fought to save the plane almost from the moment it took off, as its nose was repeatedly forced down. They managed to pull the nose back up over and over until finally losing control, leaving the plane to plummet into the ocean at 450 miles per hour."
335,"Data from the plane’s flight data recorder appears to support a theory among investigators that a computerized system Boeing installed on its latest generation of 737 jets to prevent them from stalling instead forced the nose down. The aircraft was recording errant data from one of the two angle-of-attack sensors on its nose, which are designed to record the pitch at which a plane is climbing or descending."
336,"Yet the precise cause of the crash remains unknown, and a preliminary report on the accident released by Indonesian crash investigators in November was notably lacking in significant details. Among other questions, it is still not clear whether the errant data, which was on the pilot’s side of the plane, was attributable to a problem with the angle-of-attack sensor or with the computer that processes the sensor’s information."
337,"The plane’s cockpit voice recorder, known as a C.V.R., could provide further insight into specific steps that the pilots took as the jet’s course became violently erratic. The flight crew requested permission to return to the Jakarta airport but never turned around."
338,"“With the C.V.R., we could see what the pilots experienced, their thinking patterns, why they made the decisions they made, why they took certain steps,” said Gerry Soejatman, an Indonesian aviation expert."
339,"Ruth Simatupang, a former investigator for Indonesia’s National Transportation Safety Committee, said hearing what the pilots said to each other could help investigators determine the extent to which human error may have been a factor in the crash."
340,"The recorder may also help investigators determine which specific problems could be attributed to Boeing, Lion Air or the Indonesian authorities."
341,"Despite Boeing’s insistence that the proper procedures were in the plane’s handbook, pilots have said since the accident that the company had not been clear about one potentially vital difference between the system on the new 737s and those of older models. In the older ones, pilots could help address the problem of the nose being forced down improperly by pulling back on the control column in front of them — a measure that does not work in the 737 Max 8."
342,"Another question is how Lion Air, a budget airline that has a spotty safety record, handled repeated failures with the plane’s data readings for days before the crash."
343,"Mr. Soejatman said he hoped the cockpit voice recorder would include a recording of the plane’s penultimate flight, in which Lion Air pilots successfully flew to Jakarta from the Indonesian resort island of Bali despite problems with an angle-of-attack sensor."
344,"“Was it a wild guess?” he said of the pilots’ ability to overcome the problems. “Did they have certain knowledge, or just instincts?”"
345,"Employees and experts say that long before the deadly crash, the Indonesian carrier prioritized rapid growth and political clout over safety."
346,"LONDON — Parts of seat cushions believed to be from the small plane carrying the Argentine soccer player Emiliano Sala and his pilot that disappeared over the English Channel have been found on a French beach, the British authorities said on Wednesday."
347,"The cushions were discovered by the French authorities on Monday near Surtainville, a coastal area in northwestern France, Britain’s Air Accidents Investigation Branch said in a statement."
348,"British investigators have identified a search area of approximately four square miles based on the plane’s path and last known radar position. A specialist vessel will search the seabed for the wreckage at the end of this week, weather permitting, the statement added."
349,"“We are aware that a privately operated search is also being conducted in the area, and we are liaising closely with those involved to maximize the chance of locating any wreckage and ensure a safe search operation,” the statement said."
350,"Mr. Sala, a 28-year-old forward, had recently been transferred to the Premier League club Cardiff City after emerging as a prolific goal scorer for Nantes, in the French league. The plane carrying him and the pilot, David Ibbotson, disappeared en route to Cardiff on the night of Jan. 21; Mr. Sala was scheduled to practice with the Welsh team for the first time the next day."
351,"An underwater search conducted by a high-tech submarine is scheduled to start at the end of the week, in what will be a privately led attempt to find the Piper Malibu plane, a single-engine, propeller-driven aircraft."
352,"The initiative to start the private operation was made by Mr. Sala’s family, after the authorities decided end the search on Thursday."
353,"But people from all over the world have chipped in to help support of the family’s search for answers about what happened. Sport Cover, a Paris-based soccer agency, started a GoFundMe page on Friday that by Wednesday evening had raised more than 369,000 euros, about $422,000, to aid the search."
354,"The page has attracted a significant amount of attention, including donations by soccer stars like Kylian Mbappé, a member of the French national team that won the World Cup last year, and Ilkay Gündogan, a German player with Manchester City in the Premier League."
355,"Cardiff City paid tribute to Mr. Sala on Tuesday, at its first match since he disappeared, against Arsenal in London. Players and staff wore daffodils in his honor, and his name was included in the team roster in the match-day program. Both Cardiff and Arsenal, which won the match, laid floral tributes to Mr. Sala at Emirates Stadium."
356,"At several English Premier League matches this week, the teams observed a moment of silence in memory of Mr. Sala."
357,"“It is very difficult to even describe how the players are feeling,” Sol Bamba, a Cardiff defender, told BBC Sport Wales."
358,"“We have all been affected by it — the lads, the city, the whole club.”"
359,"News reports have questioned whether Mr. Ibbotson should have been piloting the plane. He held a private pilot’s license in the United States, and his medical certification was up to date, according to records on the Federal Aviation Administration’s website."
360,"But to fly the plane in Britain with a paying passenger, Mr. Ibbotson needed a commercial pilot’s license, and to fly at night, he needed a so-called instrument rating. Britain’s Civil Aviation Authority would not comment on Mr. Ibbotson’s credentials, but the authorities said the investigation into the plane’s disappearance would cover personnel records."
361,"The flight went through rough, wintry weather over the Channel, and Mr. Sala left a voice message for friends and relatives saying that he was afraid that the plane would break apart."
362,"“This would not have posed a problem for a pilot with a current instrument rating, but difficult for a pilot without one,” David Learmount, a former flight instructor, said in an email."
363,"Shortly before the plane vanished from radar, Mr. Ibbotson requested and received permission from air traffic control to descend to 2,500 feet, possibly to go under the worst of the weather, or to avoid icing, which can cause a plane to crash."
364,"Willie McKay, Mr. Sala’s agent has told the BBC that he was involved in selecting the plane or the pilot and that he did not own the plane that flew Mr. Sala. He said the flight was organized through a man named David Henderson, “who has flown us and many of our players all over Europe on countless occasions.”"
365,"ADDIS ABABA, Ethiopia — The Holy Trinity Cathedral in Addis Ababa, the Ethiopian capital, echoed with the wailing of the bereaved on Sunday morning. Mourners dressed in black had streamed into the vast churchyard, waving pictures of loved ones who died in the crash of Ethiopian Airlines Flight 302 a week earlier."
366,But the mourners did not have bodies to bury.
367,"Many families do not expect ever to recover remains. The victims died in a fiery explosion when the plane hurtled to the ground minutes after takeoff, killing all 157 people — crew and passengers — aboard. In lieu of remains, witnesses have said, officials gave relatives scorched earth from the crash site."
368,"On Sunday, empty coffins made their way into the churchyard on black vans while women beat their chests and screamed in anguish."
369,"“They fell from the sky,” one woman lamented of the crash victims when the vans inched by, trailed by somber airline employees in green uniforms. “Where will I go with my questions?”"
370,"An investigation is underway to determine the cause of the crash of the Boeing 737 Max 8 jet near Addis Ababa last weekend. Over the weekend, French investigators said they had downloaded audio from the cockpit voice recorder and transferred it to their Ethiopian counterparts. On Sunday, Ethiopia’s Transport ministry said information from the Ethiopian Airlines jet showed similarities to a crash of the same type of Boeing plane used by an Indonesian airline."
371,The crash in Ethiopia raised a host of questions about the safety of the aircraft and the training given to pilots around the world. It also prompted multiple nations to ground the Max 8 amid growing concern about what appears to have been a struggle by the pilots of Flight 302 to control the plane minutes after takeoff.
372,The passengers on board that day had come from more than 35 countries and included at least 22 employees of United Nations-affiliated agencies. Kenya suffered the single largest toll: at least 32 dead. Families of the Ethiopian victims have visited the site of the crash to see the wreckage for themselves.
373,"In Addis Ababa, mourners have sat in tents all week to receive visitors, in keeping with Ethiopian tradition. At the memorial, priests chanted a prayer for the departed. The patriarch of the Ethiopian Orthodox church, Abune Mathias, called out the names of the nine Ethiopian passengers and seven airline employees — including the captain, Yared Getachew, 29 — whose lives were being honored."
374,"“This is so the families and friends can accept the end, so they can move on,” said Samson Seyoum, 49, a humanitarian worker who had lost a friend of two decades, Getnet Alemayehu, in the crash. Mr. Getnet, who worked for the charity Christian Relief Services, had been flying to Nairobi, Kenya, for a training course when he died."
375,"A separate memorial was held at a Muslim burial site for the co-pilot, Ahmed Nur Mohammod Nur."
376,"Later, while the empty coffins were lowered into the ground at the church, the captain’s father, a dentist, muttered words of encouragement to other pilots who had come to offer their condolences. He looked dazed. His private grief had become a public fixture."
377,"“I’m still processing it,” said the captain’s brother, Meno Getachew, 39, a corporate lawyer from Toronto who had flown in a day earlier. The loss has been especially hard for his father, he said, because the older man had relied heavily on his younger son, who had been “his right arm.”"
378,"He added, “This is crushing.”"
379,"As Boeing faces global scrutiny about the plane, some relatives of the victims — 18 of whom were Ethiopian — have hesitated to blame the manufacturer for the tragedy."
380,"Mr. Seyoum, who is a frequent flier on Ethiopian Airlines, noted Boeing’s long record of safety and its decades-long partnership with the carrier, which is a source of fierce pride for the nation."
381,"“I imagine this could have happened with any type of plane,” he said. “It could have happened to any airline. I will continue to use the airline.”"
382,"Not everyone shared his views. Yonathan Menkir Kassa, a pilot and aviation writer who attended the memorial, said Boeing had departed from its ethos of safety when it resisted global calls to ground the Max 8 planes immediately after the Ethiopian crash."
383,"“Boeing should have admitted its fault and sided with passengers,” Mr. Yonathan said. “Instead, it chose to be stubborn.”"
384,"By noon, the memorial had wrapped up and the mourners were streaming out onto the busy street. In the sea of black, men and women wearing T-shirts with the pictures of the crash victims emblazoned on the front and Bible verses across the back stood out."
385,"“My days are swifter than a weaver’s shuttle, and they are spent without hope,” one T-shirt read."
386,"The philosopher Bernard-Henri Lévy has been a fixture on French television screens for decades. His commentary has been mocked, criticized, supported and lauded. Whether in writing, performing or speaking, he has no intention of slowing down."
387,"B.H.L., as the French call him, published a new book, “The Empire and the Five Kings: America’s Abdication and the Fate of the World,” in February and now appears in a one-man play “Looking for Europe.” The play, an update of a show Mr. Lévy originally performed in Sarajevo more than a decade ago, will be performed in 22 cities across Europe. "
388,"Both the book and play assess the United States’s retreat as a global leader and examine the crumbling trans-Atlantic alliance between the United States and Europe. The tour ends in May, when the European Parliament elections begin. "
389,"All of them, but there is one that is particularly important to me: Gdansk, Poland. I chose it because of the mayor, who was assassinated there. Pawel Adamowicz is the one who invited me. I chose Gdansk over Warsaw and Krakow because of him. I knew him well. His assassination is a heartbreaking tragedy and the performance there, for me, will be more than a performance. It will be a night of mourning and celebration of him."
390,"I do not live very differently when I travel and when I don’t, which means I do my duty. My duty is to read, to write and to fight. These are the three things that are my duty. Traveling and not traveling, this is what I do."
391,"I like trains because I like the idea of feeling the distance. Plane abolishes distance. It destroys the physical sense of covering the distance, or devouring the distance. The train like the car helps you to have the physical feeling in your body of the materiality of the space. That is the most honest and exhilarating way to travel."
392,I’m annoyed by Wi-Fi. One of the few advantages of planes was that at last you were cut from this universal communication. Now with Wi-Fi even the space of freedom from social networks is taken from you. This is a disaster.
393,I travel with a lot of books. Too many. I broke so often my back with my bags full of books. I always bring a lot more than I can read.
394,"I have a Kindle, but I am old school. I like the physical contact with the paper. I like the smell of the paper. I like to be able to devour the book, to take notes in the margin. The physical sense of crossing the book is the same as traveling a landscape."
395,"Never a rolling suitcase. I have a feeling that the day someone will see me with rolling luggage it must mean that a bad period is starting for me. Anyone who would see me in the next weeks, months, years, decades, with a rolling suitcase should know that things are not going well for me. It’s self indulging. I have two big black leather bags of French design. Louis Vuitton. I can put my books in there and a few shirts in them. I am always dressed the same way — you know my white shirts — so it’s easy for me. And I travel with the current manuscript."
396,I never check my luggage. I always have two or three bags on me. At least two. I have them with me because I’ve not the patience to wait for them because my books are too precious. I would hate to lose them.
397,"The places I discover. I am really a traveler. I love to move. The biggest excitement for me is to discover a new place, a new country, a new rhythm in the air. The most exciting travel is always the travel of tomorrow."
398,"I went to Brazil after the election of Bolsonaro, who is to me, a fascist. I was happy to be there with the brave citizens of Brazil who were democratically protesting and lamenting against the election of the stupid, brutal man. "
399,This interview was condensed and edited slightly for clarity. 
400,"52 PLACES AND MUCH, MUCH MORE We have a new 52 Places traveler! Follow Sebastian Modak on Instagram as he travels the world, and discover more Travel coverage by following us on Twitter and Facebook. And sign up for our Travel Dispatch newsletter: Each week you’ll receive tips on traveling smarter, stories on hot destinations and access to photos from all over the world."
401,"As the pilots of the doomed Boeing jets in Ethiopia and Indonesia fought to control their planes, they lacked two notable safety features in their cockpits."
402,One reason: Boeing charged extra for them.
403,"For Boeing and other aircraft manufacturers, the practice of charging to upgrade a standard plane can be lucrative. Top airlines around the world must pay handsomely to have the jets they order fitted with customized add-ons."
404,"Sometimes these optional features involve aesthetics or comfort, like premium seating, fancy lighting or extra bathrooms. But other features involve communication, navigation or safety systems, and are more fundamental to the plane’s operations."
405,"Many airlines, especially low-cost carriers like Indonesia’s Lion Air, have opted not to buy them — and regulators don’t require them."
406,"Now, in the wake of the two deadly crashes involving the same jet model, Boeing will make one of those safety features standard as part of a fix to get the planes in the air again."
407,"It is not yet known what caused the crashes of Ethiopian Airlines Flight 302 on March 10 and Lion Air Flight 610 five months earlier, both after erratic takeoffs. But investigators are looking at whether a new software system added to avoid stalls in Boeing’s 737 Max series may have been partly to blame. Faulty data from sensors on the Lion Air plane may have caused the system, known as MCAS, to malfunction, authorities investigating that crash suspect."
408,"Federal prosecutors are investigating the development of the Boeing 737 Max jet, according to a person briefed on the matter. As part of the federal investigation, the F.B.I. is also supporting the Department of Transportation’s inspector general in its inquiry, said another person with knowledge of the matter."
409,The Justice Department said that it does not confirm or deny the existence of any investigations. Boeing declined to comment on the inquiry.
410,"The jet’s software system takes readings from one of two vanelike devices called angle of attack sensors that determine how much the plane’s nose is pointing up or down relative to oncoming air. When MCAS detects that the plane is pointing up at a dangerous angle, it can automatically push down the nose of the plane in an effort to prevent the plane from stalling."
411,"Boeing’s optional safety features, in part, could have helped the pilots detect any erroneous readings. One of the optional upgrades, the angle of attack indicator, displays the readings of the two sensors. The other, called a disagree light, is activated if those sensors are at odds with one another."
412,"Boeing will soon update the MCAS software, and will also make the disagree light standard on all new 737 Max planes, according to a person familiar with the changes, who spoke on condition of anonymity because they have not been made public. Boeing started moving on the software fix and the equipment change before the crash in Ethiopia."
413,The angle of attack indicator will remain an option that airlines can buy. Neither feature was mandated by the Federal Aviation Administration. All 737 Max jets have been grounded.
414,"“They’re critical, and cost almost nothing for the airlines to install,” said Bjorn Fehrm, an analyst at the aviation consultancy Leeham. “Boeing charges for them because it can. But they’re vital for safety.”"
415,"[After a Lion Air 737 Max crashed in October, questions about the plane arose.]"
416,"Earlier this week, Dennis A. Muilenburg, Boeing’s chief executive, said the company was working to make the 737 Max safer."
417,"“As part of our standard practice following any accident, we examine our aircraft design and operation, and when appropriate, institute product updates to further improve safety,” he said in a statement."
418,Add-on features can be big moneymakers for plane manufacturers.
419,"In 2013, around the time Boeing was starting to market its 737 Max 8, an airline would expect to spend about $800,000 to $2 million on various options for such a narrow-body aircraft, according to a report by Jackson Square Aviation, an aircraft leasing firm in San Francisco. That would be about 5 percent of the plane’s final price."
420,[The F.A.A.’s approval of the Boeing jet has come under scrutiny.]
421,"Boeing charges extra, for example, for a backup fire extinguisher in the cargo hold. Past incidents have shown that a single extinguishing system may not be enough to put out flames that spread rapidly through the plane. Regulators in Japan require airlines there to install backup fire extinguishing systems, but the F.A.A. does not."
422,"“There are so many things that should not be optional, and many airlines want the cheapest airplane you can get,” said Mark H. Goodrich, an aviation lawyer and former engineering test pilot. “And Boeing is able to say, ‘Hey, it was available.’”"
423,"But what Boeing doesn’t say, he added, is that it has become “a great profit center” for the manufacturer."
424,"Both Boeing and its airline customers have taken pains to keep these options, and prices, out of the public eye. Airlines frequently redact details of the features they opt to pay for — or exclude — from their filings with financial regulators. Boeing declined to disclose the full menu of safety features it offers as options on the 737 Max, or how much they cost."
425,"But one unredacted filing from 2003 for a previous version of the 737 shows that Gol Airlines, a Brazilian carrier, paid $6,700 extra for oxygen masks for its crew, and $11,900 for an advanced weather radar system control panel. Gol did not immediately respond to a request for comment."
426,The three American airlines that bought the 737 Max each took a different approach to outfitting the cockpits.
427,"American Airlines, which ordered 100 of the planes and has 24 in its fleet, bought both the angle of attack indicator and the disagree light, the company said."
428,"Southwest Airlines, which ordered 280 of the planes and counts 36 in its fleet so far, had already purchased the disagree alert option, and it also installed an angle of attack indicator in a display mounted above the pilots’ heads. After the Lion Air crash, Southwest said it would modify its 737 Max fleet to place the angle of attack indicator on the pilots’ main computer screens."
429,"United Airlines, which ordered 137 of the planes and has received 14, did not select the indicators or the disagree light. A United spokesman said the airline does not include the features because its pilots use other data to fly the plane."
430,Boeing is making other changes to the MCAS software.
431,"When it was rolled out, MCAS took readings from only one sensor on any given flight, leaving the system vulnerable to a single point of failure. One theory in the Lion Air crash is that MCAS was receiving faulty data from one of the sensors, prompting an unrecoverable nose dive."
432,"In the software update that Boeing says is coming soon, MCAS will be modified to take readings from both sensors. If there is a meaningful disagreement between the readings, MCAS will be disabled."
433,"Incorporating the disagree light and the angle of attack indicators on all planes would be a welcome move, safety experts said, and would alert pilots — as well as maintenance staff who service a plane after a problematic flight — to issues with the sensors."
434,"The alert, especially, would bring attention to a sensor malfunction, and warn pilots they should prepare to shut down the MCAS if it activated erroneously, said Peter Lemme, an avionics and satellite-communications consultant and former Boeing flight controls engineer."
435,"“In the heat of the moment, it certainly would help,” he said."
436,Boeing’s software update for its troubled 737 Max jetliners has been delayed after the company deemed further work was needed on the fix before it was submitted to the Federal Aviation Administration.
