,text
290,"The drains don’t back up into the street after a few hours of rain — like they do in my neighborhood in Brooklyn — not even when there’s heavy, wet snow that turns into sloppy slush on the ground. "
291,"The road to carbon neutrality is paved with imperfect solutions. You can read about them in my story here — like, is it smart to burn garbage for heat and electricity?"
292,"Cities are going to have to do some heavy lifting if the world is to slow down climate change. Half of humanity now lives in cities, which produce most global emissions. Cities are both the source of the problem and, potentially, the source of big fixes. "
293,Copenhagen’s experience could show what works and what doesn’t.
294,We’d love your feedback on this newsletter. Please email thoughts and suggestions to climateteam@nytimes.com.
295,"If you like what we’re doing, please spread the word and send this to your friends. You can sign up here to get our newsletter delivered to your inbox each week."
296,And be sure to check out our full assortment of free newsletters from The Times.
297,"Samantha Nicole Marpe and Kristofer Andy Sandor were married April 6 at the United States Naval Academy Chapel in Annapolis, Md. The Rev. Eric Hoog, a Roman Catholic priest, performed the ceremony."
298,"The bride, 34, is a recruiter with Henkel Search Partners, a company in New York that specializes in recruiting investment professionals for private equity firms. She graduated from Penn State."
299,"She is the daughter of Mary Ellen Marpe and James S. Marpe of Westport, Conn. The bride’s father is the first selectman of Westport and a retired senior partner of Accenture, a global management and technology consulting company in New York. Her mother serves on the board of trustees of the Westport Country Playhouse."
300,"The groom, 40, was until December 2018, the general manager of Citi Bike, a bike share company based in New York. He previously served nine years on active duty in the Navy as a nuclear submarine officer, having achieved the rank of lieutenant, and was last stationed at the Office of the Secretary of Defense in Washington. He also served as a White House social aide in the Bush and Obama administrations before entering the private sector. He graduated from the Naval Academy and received an M.B.A. from Stanford."
301,"He is a son of Maria Sandor and Istvan Sandor of Lake Worth, Fla. The groom’s father, who worked in Boonton, N.J., retired as the president and founder of the Bio-Chem Valve Corporation, a manufacturer of high-quality fluidic components used in clinical diagnostics and analytical chemistry. His mother was a stay-at-home parent."
302,The couple met in November 2016 through the online dating app the League. Their first date was at a wine bar that same month in New York’s West Village.
303,"Miami-raised and Fordham-educated, Ally Love is the in-arena host of the Brooklyn Nets, an Adidas global ambassador, a Peloton instructor, an Alvin Ailey-trained dancer, a certified health coach and the founder of Love Squad, a company that empowers young women through panel discussions and group workouts. “Sunday is my favorite day of the week,” said Ms. Love, who lives in Chelsea. “It’s just really nice to be in places that aren’t too overwhelmed. I’m always running, on the go, the city is always busy, so to feel the city when it’s less busy means a lot to me.”"
304,"TEA, NEWS AND PREP When I wake up at 7, the city is quiet. You almost feel like the only one up, and I like that feeling. I am not a breakfast person, so I’ll have a cup of tea and catch up on news, engage with the social media community; I’ll go over my Nets scripts to prepare for games that week."
305,"GET PUMPED I go to the 9:30 service at Redeemer Downtown on 14th Street, and I love hearing the sermon. It grounds me, reminds me how great God has been to me, my family and friends, and I leave more knowledgeable. Timothy Keller, the founding pastor of Redeemer in Manhattan, is a well-known author, so I knew I wanted to check out his teaching when I came to New York. I found Redeemer and fell in love with the Bible-based teaching. That’s a priority to me. We can all preach on feelings, but teaching on truth is what I live for, and learn from."
306,"SPIRIT AND BODY Right after church, I walk to 23rd Street and teach a 12:45 class at Peloton. It’s a live class that is broadcast to all bikes and app members. It’s literally my “Feel Good Ride” — the name of the class — as it allows me to bridge the gap of how great I feel from church and being on the bike, working out with thousands of riders at the same time, inspiring them through uplifting and encouraging language. I love Peloton because of its community. It’s not only the leader in the hybrid of technology and fitness, but we are able to build social relationships that are magnified both on the bike, which uses a leader board that syncs with other riders, and off the bike, through real friendships across the country."
307,"A LITTLE BUSINESS I’ll get off my bike around 1:30 and meet with Faye Farrales, who helps me run Love Squad. It’s really informal on Sundays, but we’re a small business, so it’s important to work in those off-peak hours and get ahead of the game so we know what we’re doing and build a strategy for the upcoming week."
308,"HANG I meet my friends around 2:30 or 3 for afternoon brunch. My favorite place is Joseph Leonard on Waverly Place in the West Village. There’s usually a wait, so we have some drinks at the bar before sitting down. And it really depends on how much fun we’re having, but brunch can end anywhere between 5:30 and 6:30. When it’s over, I’ll go home to change and meet my boyfriend, Andrew."
309,"THE BOYFRIEND Andrew and I see each other every day. I start my mornings with him, and sometimes on Sundays he joins for church, and he often comes to class, as well, but we always meet up for comedy and dinner. At 8 we go to the stand-up show at the Village Underground on Third Street. We love to laugh, so comedy is perfect — we thoroughly enjoy and respect those who can get up, live, and make people laugh. Making people laugh on the spot is real talent. Anyone can tell one good joke, but very few people can thread jokes together to tell a story, be impactful, and just make it super funny. My favorite comics include Hasan Minhaj, Stephen Colbert, Kevin James. After the show, we always go around the corner to Mint Masala on Macdougal Street for amazing Indian food. We love the curry chicken and lamb rogan josh."
310,"BEDTIME SWEET After dinner, it’s about 11 or 11:30, and I’m so ready to go back home where I like to have a small piece of chocolate before I wash my face, brush my teeth, and pray before I hop into bed."
311,"LOS ANGELES — A 19-year-old ex-convict who prosecutors say slashed the faces of nine people as he rode through the streets of Los Angeles and surrounding communities on a bicycle was charged on Friday with aggravated mayhem and attempted robbery, prosecutors said."
312,"Lenrey Briones, who was taken into custody earlier this week in the attacks, which disfigured seven of his victims and left parts of America's second-largest city on edge, faces a possible sentence of life in prison if found guilty. "
313,"Briones did not enter a plea to the charges during a brief initial appearance in Los Angeles Superior Court on Friday where he was ordered held on $9 million bail, said Paul Eakins of the Los Angeles County District Attorney's Office. "
314,"It was not clear if Briones had an attorney. He was serving three years probation for a September 2018 arson conviction at the time of his arrest, Eakins said."
315,"Briones is accused of slashing the faces of nine people, seemingly at random, as he rode a mountain bike through Los Angeles, South Gate and Lynwood between March 20 and April 1. Victims included men, women and a 13-year-old boy, prosecutors said. "
316,"He was charged with seven counts of aggravated mayhem, two counts of attempted aggravated mayhem, and one count of attempted robbery, with allegations that he used a dangerous weapon in commission of the crimes and attempted to steal a purse from a female victim."
317,Briones was taken into custody shortly after 1 p.m. on Wednesday near a homeless camp in the city where a bike resembling the one used by the slasher was found.
318,"Los Angeles police officials say they were tipped off to Briones after releasing photo and video images of the suspect in attacks, which often took place in broad daylight. "
319,"The latest two slashings occurred on Monday when officers responding to a radio call at around 8:40 p.m. found a man suffering from a severe wound to the left side of his face. About 15 minutes later, a young woman was cut by the same assailant."
320, (Reporting by Dan Whitcomb; Editing by Leslie Adler)
321,"Last week, a college admissions bribery scandal made the news. In fact, we asked students for their responses. Today, we ask about the parental behavior that may give rise to such situations."
322,"How involved do you think parents should be in their children’s lives? What can young people do if they feel their parents are crossing lines in trying to ensure things like academic success, placement on sports teams and, yes, acceptance at their top-choice college or university?"
323,"In “How Parents Are Robbing Their Children of Adulthood,” Claire Cain Miller and Jonah Engel Bromwich describe “snowplow parents” who, in trying to “keep their children’s futures obstacle-free,” prevent their children from learning necessary skills and having experiences that will help them prepare for challenges they’ll face in college and beyond. They write:"
324,"It starts early, when parents get on wait lists for elite preschools before their babies are born and try to make sure their toddlers are never compelled to do anything that may frustrate them. It gets more intense when school starts: running a forgotten assignment to school or calling a coach to request that their child make the team."
325,"Later, it’s writing them an excuse if they procrastinate on schoolwork, paying a college counselor thousands of dollars to perfect their applications or calling their professors to argue about a grade."
326,"… Learning to solve problems, take risks and overcome frustration are crucial life skills, many child development experts say, and if parents don’t let their children encounter failure, the children don’t acquire them. When a 3-year-old drops a dish and breaks it, she’s probably going to try not to drop it the next time. When a 20-year-old sleeps through a test, he’s probably not going to forget to set his alarm again."
327,"Snowplowing has gone so far, they say, that many young people are in crisis, lacking these problem-solving skills and experiencing record rates of anxiety. There are now classes to teach children to practice failing, at college campuses around the country and even for preschoolers."
328,"Students, read the entire article, then tell us:"
329,"— What, if anything, from the article resonates with you, either based on your experiences or on what you have witnessed with friends and classmates?"
330,"— Does anyone you know fit the description of a “snowplow parent”? If so, what examples can you give about the person’s words or actions to support your claim?"
331,— Why do you think some parents try to shield their children from difficulty? Make a list of the advantages and disadvantages — both short- and long-term — that these children may have.
332,"— What are some signs that parents should stop doing things like waking their children in the morning, interceding with coaches, teachers or employers, and setting up playdates? Or is there a certain age at which the child should no longer have such things happen?"
333,"— The article mentions Cathy Tran, a senior at the University of Pennsylvania and the daughter of people who immigrated from Vietnam who did not attend college. Ms. Tran states, “I actually think that I have a sense of independence and confidence in myself in a way that some of my friends whose parents attended college might not have.” Do you think Ms. Tran’s experience might be common among other young people in her situation? Why or why not?"
334,"— In “Building Grit in Girls Through Mountain Biking,” another recent article about resilience and young people, A.C. Shilton writes about how mountain biking helps participants find strength in themselves, in part by having no place for parents to be involved:"
335,"Even better: Parents are often left sitting in cars at the trailhead. “Parents are parents,” she says, and every now and then one gets aggressive about his or her child’s performance. But as soon as the kids ride off and into the woods, they’re free to recreate on their own terms."
336,"What they do, once they get into those woods, can be pretty empowering. “There’s a certain work ethic you have to have to be a mountain biker,” said Annika Peacock, who is now 15. “If there’s a section of the trail that’s really hard for me, I’ll go try it five more times. I say to myself, yes, yes, yes, I can do this.” And then the next day? “I go back and do it again.” She now competes against other teens as part of the National Interscholastic Cycling Association, an organization working to bring mountain biking programs to high schools throughout the United States."
337,"Annika’s mother says of her daughter, “She’s this petite little bundle of smiles, but she has this self-talk inside her that says ‘I can do this’, and she will ride and re-ride something until she gets it. There’s this resilience she’s trained in herself. She’s fierce.”"
338,"Are there any activities you’ve taken part in that are similarly empowering? To what degree, if at all, do those activities limit or prevent parental interference?"
339,"Students 13 and older are invited to comment. All comments are moderated by the Learning Network staff, but please keep in mind that once your comment is accepted, it will be made public."
340,[What you need to know to start the day: Get New York Today in your inbox.]
341,"When Gov. Andrew M. Cuomo abruptly called off the L train shutdown, he upended years of careful planning to ensure that 275,000 displaced riders were not left stranded in an L-pocalypse."
342,"Now, even as officials forge ahead with a widely debated alternate plan, many transit advocates are calling for those contingency measures — more bus and ferry service, new bike lanes, traffic restrictions — to be put in place even with no shutdown. The planned changes, they say, are still needed in a growing city facing critical transportation challenges from congestion to a broken subway system."
343,"Why turn back, they say, when so much of the groundwork is done. Bike routes have been expanded. Bus lanes have been painted, and the skeletons of bus fare machines have been installed on sidewalks. New bus and ferry services have been announced."
344,"“What we have in front of us is a city that has to expand our transportation system,” said Ydanis Rodriguez, the chairman of the City Council’s transportation committee. “We have an opportunity to become the most pedestrian- and cyclist-friendly city in the whole nation.”"
345,"But critics counter that some of the changes would turn their neighborhoods into testing grounds for transit experiments that focus largely on moving commuters, and that the plans should be re-evaluated and weighed against the safety, health and quality of life of residents."
346,"Across the country, cities are grappling with similar issues as they try to reimagine their aging and increasingly inefficient transportation networks for modern needs. Many cities have overhauled subways and buses to attract more riders, and redesigned streets to make more room for cyclists, pedestrians and green spaces. They have embraced a host of initiatives to raise money for public transportation and reduce congestion and pollution."
347,"San Francisco has transit-only lanes on 30 miles of streets and plans to add 20 more miles in the next decade. It has even highlighted some busy lanes with red paint to make them more visible to drivers, resulting in fewer cars blocking the lanes, transit officials said."
348,"Portland, Ore., is spending millions to promote walking and cycling in its downtown area, and working to make bus service faster and more reliable. It has also offered incentives to commuters to take alternative transportation, including a program that gives free transit passes to those who turn in their city-issued parking permits."
349,"“Major cities across the country face the same challenges, and they are likely to only get worse unless we take action now,” Chloe Eudaly, Portland’s transportation commissioner, said. “Investment in our active transportation infrastructure and increasing ridership on public transit is critical to preserving and maintaining the livability of our city and our planet.”"
350,"In New York, there are more alternatives than ever for subway riders who tire of delays and overcrowding. Ferry routes will serve all five boroughs next year. New bus lanes are being installed at an average of seven miles a year, for a total of 111 miles so far, with city officials planning to pick up the pace. The city’s network of bike lanes has grown to 1,240 miles, including 300 miles of bike lanes added to streets since 2014 alone."
351,"But the 15-month shutdown of the L train had been the catalyst for faster and more sweeping changes. It spurred the installation of more Manhattan crosstown bike lanes — cyclists complain that there are not enough — on 12th and 13th Streets, and a bike lane on Delancey Street to keep cyclists moving on and off the Williamsburg Bridge, the city’s busiest bicycle bridge crossing with 7,300 trips per day."
352,"The city’s first “busway,” or bus-only corridor, was designed to restrict car and truck traffic on 14th Street. Officials also planned to impose high-occupancy-vehicle requirements on the Williamsburg Bridge: Private vehicles with fewer than three passengers — including taxis and ride-hailing cars — would be barred from using the bridge between 5 a.m. and 10 p.m. to make room for a fleet of new temporary buses carrying displaced L riders."
353,"Under the alternate plan backed by Mr. Cuomo, weekday L train service — including during morning and evening rush hours — will remain unchanged, and repairs will be carried out at night and on weekends, according to the Metropolitan Transportation Authority."
354,"The agency plans to increase bus and subway service — including on the G, M and 7 lines — to accommodate L riders affected by the construction, but has not yet released specific details. Shams Tarek, an M.T.A. spokesman, said no final decisions had been made on other specific plans or services in the previous shutdown plan."
355,An M.T.A. draft memo obtained recently by Streetsblog NYC suggested that there would no longer be a need for the temporary buses over the Williamsburg Bridge and the new ferry service. Mr. Tarek said the memo was outdated and that options were still being studied.
356,"Veronique Hakim, the M.T.A.’s managing director, said the agency was seeking public input and working with city officials to come up with a new plan “serving the needs of our customers while being sensitive to local communities.” The plan would be constantly monitored and adjusted as needed, she added."
357,"“New Yorkers can be certain that the alternate service plan for the new and improved L project will include additional transportation options designed to accommodate every affected L customer,” she said."
358,"[Can you name an M.T.A. board member? No, really. Name one.]"
359,"Still, Joseph P. Schwieterman, a professor of public service at DePaul University, said that without the pressure of a looming shutdown, “there is now a risk that momentum will be lost,” adding that “planning for bus lanes, better ferries and more bike options is hard enough without sudden shifts in policy.”"
360,City officials would not answer questions about whether specific contingency measures would go forward or the costs incurred in planning for the shutdown.
361,"Mayor Bill de Blasio said at a recent news conference that the city was evaluating the new L train plan to decide “if there’s anything that we were planning that is no longer needed because of the L train, but that we might want to do anyway.”"
362,"The mayor has made improving bus service a priority, and many transit advocates said he could start by keeping the new bus lanes that are already on the ground."
363,"“It would be lame to peel a bus lane off after pledging in his state of the city to get bus riders moving,” Jon Orcutt, a former city transportation official, said. “These are standing city policies and — L train shutdown or no L train shutdown — they should continue to be city policies and programs.”"
364,"Even without a shutdown, commuters will need backup options during “the great L train slowdown” on nights and weekends, said Danny Pearlstein, a spokesman for the Riders Alliance, a grass-roots group of transit riders. He added, “We can’t just go back to the norm and pretend nothing’s happening.”"
365,"The uncertainty about the alternate plan has also raised concerns among New Yorkers. On the Lower East Side, residents had braced for more gridlock and air pollution from the temporary buses over the Williamsburg Bridge. Now they do not know what to expect. Susan Stetzer, the manager of a local community board, said she remained concerned “about all the unknowns.”"
366,"The 14th Street Coalition, which represents more than two dozen residential buildings, block associations and businesses in the West Village, Chelsea and Flatiron neighborhoods, has called for officials to abandon the plans for a busway and wider pedestrian areas on 14th Street — which in some places would narrow the street to two lanes from four lanes — and restrictions that would divert car and truck traffic to nearby streets. Some residents also want the crosstown bike lanes on 12th and 13th Streets removed."
367,"Judy Pesin, 66, a member of the coalition, said the 14th Street changes would restrict deliveries to homes and businesses, slow down emergency vehicles, and make it harder for older people, parents with young children and those with disabilities to access cars."
368,"“Clearly the change in plans means it’s time to listen to the community,’’ she said, “because the commuters are still going to have a moving L train.”"
369,Maintaining a healthy lifestyle is easier in some neighborhoods than others. But which ones?
370,"To determine the healthiest places to live in New York City, StreetEasy recently analyzed data from its listings, along with information from Yelp and the city’s Open Data portal."
371,"For each neighborhood, the company considered the number and availability of bike rooms and bike lanes; gyms, pools and other fitness facilities; medical offices and health centers; and parks, community gardens and athletic fields. (All of the information was weighted per capita, and neighborhoods with fewer than 3,000 residents were excluded.)"
372,"The company also partnered with Seamless, the takeout-food app, to find out which areas had the most restaurants that would accommodate requests for healthy food — things like specifying brown rice over white. "
373,"Not surprisingly, most of the top 10 neighborhoods on the list were in the outer boroughs. Parks and open space were a big part of the reason, and the relative affordability was no doubt a mental-health bonus."
374,"Red Hook, Brooklyn"
375,Most feet of bike lanes per capita
376,"Long Island City, Queens"
377,Highest rate of healthy takeout requests
378,"Oakland Gardens, Queens"
379,Amount of park space per person (670 square feet)
380,"Dumbo, Brooklyn"
381,Plentiful gyms and bike storage in residential buildings; brown rice 
382,ordered 2.4 times more than white
383,"Flatiron, Manhattan"
384,The most fitness studios and gyms per capita
385,"Midtown, Manhattan"
386,"Many health and wellness centers, gyms and fitness studios"
387,"Brooklyn Heights, Brooklyn"
388,The most residential buildings with bike rooms
389,"Riverdale, Bronx"
390,Many residential buildings catering to healthy lifestyles
391,"Douglaston, Queens"
392,Lots of park space per capita and restaurants fulfilling healthy requests
393,"Mott Haven, Bronx"
394,Healthy restaurant orders 51 percent above city average
395,"Red Hook, Brooklyn"
396,Most feet of bike lanes per capita
397,"Long Island City, Queens"
398,Highest rate of healthy takeout requests
399,"Oakland Gardens, Queens"
400,Amount of park space 
401,per person (670 square feet)
402,"Dumbo, Brooklyn"
403,Plentiful gyms and bike storage in 
404,residential buildings; brown rice 
405,ordered 2.4 times more than white
406,"Flatiron, Manhattan"
407,The most fitness studios and 
408,gyms per capita
409,"Midtown, Manhattan"
410,"Many health and wellness centers, "
411,gyms and fitness studios
412,"Brooklyn Heights, Brooklyn"
413,The most residential buildings 
414,with bike rooms
415,"Riverdale, Bronx"
416,Many residential buildings catering 
417,to healthy lifestyles
418,"Douglaston, Queens"
419,Lots of park space per capita and 
420,restaurants fulfilling healthy requests
421,"Mott Haven, Bronx"
422,Healthy restaurant orders 51 percent 
423,above city average
424,Source: StreetEasy
425,By The New York Times
426,"For weekly email updates on residential real estate news, sign up here. Follow us on Twitter: @nytrealestate."
427,COPENHAGEN — Can a city cancel out its greenhouse gas emissions?
428,"Copenhagen intends to, and fast. By 2025, this once-grimy industrial city aims to be net carbon neutral, meaning it plans to generate more renewable energy than the dirty energy it consumes."
429,"Here’s why it matters to the rest of the world: Half of humanity now lives in cities, and the vast share of planet-warming gases come from cities. The big fixes for climate change need to come from cities too. They are both a problem and a potential source of solutions. "
430,"The experience of Copenhagen, home to 624,000 people, can show what’s possible, and what’s tough, for other urban governments on a warming planet. "
431,"The mayor, Frank Jensen, said cities “can change the way we behave, the way we are living, and go more green.” His city has some advantages. It is small, it is rich and its people care a lot about climate change."
432,"Mr. Jensen said mayors, more than national politicians, felt the pressure to take action. “We are directly responsible for our cities and our citizens, and they expect us to act,” he said."
433,"Want climate news in your inbox? Sign up here for Climate Fwd:, our email newsletter."
434,"In the case of Copenhagen, that means changing how people get around, how they heat their homes, and what they do with their trash. The city has already cut its emissions by 42 percent from 2005 levels, mainly by moving away from fossil fuels to generate heat and electricity. "
435,"Politics, though, is making it hard to go further. A municipal government can only do so much when it doesn’t have the full support of those who run the country. Mr. Jensen, 57, a left-of-center Social Democrat, for instance, has failed to persuade the national government, led by a center-right party, to impose restrictions on diesel-guzzling vehicles in the capital. Transportation accounts for a third of the city’s carbon footprint; it is the largest single sector and it is growing."
436,"By contrast, the national government, in a move that its critics say encouraged private car use, has lowered car-registration taxes. The transportation minister, Ole Birk Olesen, said the government wanted to reduce what he called “the over-taxation of cars,” though he added that, ideally, Danes would buy only zero-emissions cars in the coming decades."
437,"And so, Copenhagen’s goal to be carbon neutral faces a hurdle that is common around the world: a divide between the interests of people who live in cities and those who live outside. "
438,"Many opposition politicians and independent analysts say they doubt Copenhagen can meet its 2025 target, and some critics say the plan focuses too much on trying to balance the city’s carbon books rather than change the way people actually live."
439,"“We run around in fossil fuel burning cars, we eat a lot of meat, we buy a hell of a lot of clothes,” said Fanny Broholm, a spokeswoman for Alternativet, a left-of-center green party. “The goal is not ambitious enough as it is, and we can’t even reach this goal.”"
440,"Mr. Jensen, for his part, is bullish on what he calls the capital’s “green transformation.” City officials say this is only the start."
441,"A new Metro line, scheduled to open this year, will put the vast majority of the city’s residents within 650 meters, a bit less than half a mile, of a station. Bicycle paths are already three lanes wide on busy routes for the whopping 43 percent of Copenhageners who commute to work and school by bike — even on wet, windy days, which are plentiful. "
442,"All that wind helps generate the city’s electricity. Buildings are heated, in part, by burning garbage in a new high-tech incinerator — what garbage there is to burn, that is, considering that every apartment building now has eight separate recycling bins. For every unit of fossil fuels it consumes, Copenhagen intends to sell units of renewable energy. The city has invested heavily in wind turbines."
443,"In big cities, you have the money and the scale to change things, Mr. Jensen said as he led me on a bike tour from City Hall, where excavations for a new Metro station recently turned up the remains of two Vikings. We crossed a bicycle bridge that led to a once-industrial district, now home to trendy restaurants. "
444,"As we rode, Mr. Jensen talked about parliamentary polls set for this spring. “Elections will come up in the next few months, and a lot of people living in the suburbs still have diesel cars,” he said. “It’s a political challenge. It’s not a technological challenge.” "
445,"For Copenhagen, the path to carbon neutrality is paved with imperfect solutions."
446,"Some of the city’s power plants have switched from coal to wood pellets, shipped in from the Baltics. That’s carbon neutral, in principle, if more trees can be planted in place of those that are cut down, and that has helped the city bring down its emissions significantly. But burning wood produces emissions; a lawsuit filed in the European Court of Justice argued that wood pellets should not count as renewable energy. Critics contend that big public investments in biomass only compel the city to use it for years to come."
447,"Then, there’s garbage. The city recently opened a $660 million incinerator, 85 meters tall, or about 280 feet, resembling a shiny half-built pyramid, with an even taller stack. It’s just a short walk from one of the city’s most popular restaurants, Noma. Designed by one of the country’s best-known architects, Bjarke Ingels, it comes with a year-round ski slope to attract visitors (and recoup some of the expenses). The mayor was one of the first to take a test run."
448,"Every day, 300 trucks bring garbage to be fed into its enormous furnace, including trash imported from Britain. That has a carbon footprint, too. But the chief engineer, Peter Blinksbjerg, pointed out that instead of going into a landfill, the rubbish of modern life is transformed into something useful: heat for the city’s long, cold winters."
449,"Scrubbers remove most chemical pollutants before releasing steam into the air. By summer, a cafe is set to open in the shadow of the stack."
450,"Pedaling through the city these days, it is difficult to imagine what Copenhagen once looked like. There were factories in the narrow streets and ships in the oil-stained harbor. Coal-fired power plants brought electricity. The air was smoggy. A generation of city dwellers moved out to the clean-air suburbs."
451,"Today, even on wintry, wet days, commuters move along a busy bike highway that connects the warrens of the oldest part of the city, where some buildings date to the 1400s, to the northern neighborhoods, whizzing past the stately apartment blocks that overlook the lake. The bike lane is slightly elevated above the car lane, which feels safer than just a white line that demarcates bike lanes in many other cities."
452,"Inside a cozy neighborhood cafe, a medical student named Mariam Hleihel said she welcomed Mr. Jensen’s efforts to reduce the number of polluting cars in the city. “If we don’t do anything about it now, the consequences could be irreversible,” she said."
453,"She reflected a widespread sentiment among Danes. A 2018 survey by Concito, a think tank, found that addressing climate change was a top issue for voters. Slightly more than half of those polled said they would need to change their way of life to tackle global warming."
454,"Simone Nordfalk, a cashier at a bountiful outdoor vegetable market, considered the prospect of changing eating habits for the sake of climate change. Figs had been shipped in from Brazil. Strawberries from Spain. It would be tough to return to how Danes ate a generation ago. “I don’t think that’s going to happen,” she said. “It sells.”"
455,"Copenhagen is girding itself for the impact of climate change, too. The rains are more intense, and the sea is rising. In the most vulnerable neighborhoods, the city is creating new parks and ponds for water to collect before it can drain out. There are new dikes by the harbor, and a proposal to build a new island in the northeast to block storm surges."
456,"Politically speaking, public apprehension about climate change may be the strongest wind in the mayor’s sails. "
457,"“People are honestly concerned about it,” said Klaus Bondam, a former politician and now head of a bicyclists’ lobby. “You are an extremely tone deaf politician if you don’t hear that.”"
458,Martin Selsoe Sorensen contributed reporting.
459,"For more news on climate and the environment, follow @NYTClimate on Twitter."
460,"The title of Ivan Ayr’s debut feature is a bit misleading: “Soni” is only partly about the titular cop (Geetika Vidya Ohlyan); her immediate superior in the Delhi police department, Kalpana (Saloni Batra), plays an equal role in this quiet character study. Despite their difference in rank, the two women forge a reserved friendship after Soni blows a fuse during an undercover operation — verbally harassed while biking at night, she gives the offender a piece of her mind, and her fists."
461,"While the film is set among cops, it does not involve any crime solving."
462,"Relying almost exclusively on single-take scenes and eschewing music, Ayr details the obstacles in Soni and Kalpana’s way with low-key, quasi-documentary detachment. At its best, that pace creates a trance-like feel, but a few scenes extend their welcome and become plodding."
463,"In this world, men casually assume they are entitled to say or do whatever they want to women, and the slightest interactions can become fraught. After the biking episode, Soni is transferred to the police switchboard and watches as a caller asks an operator for her personal number. Even a women’s restroom becomes a contested space."
464,The pressure is less overt but just as constant at home. Soni’s ex-boyfriend (Vikas Shukla) sweetly but insistently tries to talk her into a reconciliation. Kalpana’s mother-in-law keeps asking how long she’ll have to wait for a grandchild.
465,"Kalpana’s calm never wavers while Soni struggles, usually unsuccessfully, to control her temper amid the casual machismo. Ayr does not offer any tension-releasing catharsis, making his film efficiently disquieting in its own unassuming manner."
466, [Want to get New York Today by email? Here's the sign-up.]
467,It’s Tuesday.
468,"Weather: Sunny skies. The temperatures will get into the mid-40s, but the windchill may have you reaching for a scarf."
469,Alternate-side parking: In effect until March 21 (Purim).
470,"The real estate mogul Harry Macklowe erected 42-foot-tall photographs of himself and his new wife on a Park Avenue building last week for the whole world — including his ex-wife, who lives nearby — to see."
471,It was the latest example of how New York has been uniquely shaped by the idiosyncrasies of the superrich.
472,"Sometimes the results, like vanity addresses on buildings, are seemingly harmless. Other times, they have changed how New York looks and feels."
473,Here are a few other instances:
474,Stephen A. Schwarzman’s library
475,"In 2008, the Wall Street financier Stephen A. Schwarzman donated $100 million to the New York Public Library on Fifth Avenue, resulting in his name’s being inscribed on the building five times. Soon it will be six."
476,Robert Moses’ two-mile detour
477,"The Northern State Parkway on Long Island bypasses the neighborhood of Wheatley Hills because, according to the historian Robert Caro, very rich residents persuaded the master builder Robert Moses to redesign his roadway plans."
478,Barry Diller’s park
479,"Initially, the plan for a new park on the West Side of Manhattan was modest, and the billionaire Barry Diller was tapped to help fund it. “He embraced the notion, but brought in his own experts and commissioned a space age structure,” The New York Times reported in 2017."
480,"Before Mr. Diller got involved, the park was projected to cost $35 million; its budget has since ballooned to $250 million."
481, Jeff Bezos’ planned helipad
482,"When Amazon was looking to open a major campus, Governor Cuomo and Mayor de Blasio lured it with nearly $3 billion in tax incentives and waterfront property in Long Island City. “They even agreed to allow a helipad for Jeff Bezos, Amazon’s chief executive,” The Times’s J. David Goodman reported last year. (Could you imagine him taking the 7 train?)"
483,The company eventually backed out of the whole deal because of local opposition.
484,Donald J. Trump’s properties
485,"Of course, this list wouldn’t be complete without mentioning Donald J. Trump, whose eponymous developments proliferated throughout New York City for decades before he became president. Even Wollman Rink in Central Park has the Trump name on it."
486,"Since the 2016 election, there has been a push to strip his name from some buildings and even a state park."
487,Know of any other examples? Email us at nytoday@nytimes.com. 
488, A glittering goodbye to Hector Xtravaganza. New Yorkers gathered to memorialize the life of the L.G.B.T. icon.
489,Black lawmakers in New York say they’ll block marijuana legalization unless their communities benefit from what could be a $3 billion industry.
490,State lawmakers are backing a pied-à-terre tax on multimillion-dollar second homes in New York. They say it will help fund the city’s ailing subway system.
491,"A shipping manifest said the container held dried fruit. Inside was 3,200 pounds of cocaine."
492,[Want more news from New York and around the region? Check out our full coverage.]
493,The mini crossword: Here is today’s puzzle.
494,"There were 48 fire deaths in New York City in 2016. In 2018, the figure was 88. [New York Post]"
495,More schools will provide meatless lunches. [NY1]
496,A black neighborhood on Long Island defied the odds and won disaster aid. [WNYC]
497,"Ambush Comedy, a stand-up show at Two Boots in Williamsburg. Arrive between 8 and 8:30 p.m. to grab a free beer and maybe a slice of pizza. [Free]"
498,"Join writers, performers and comedians in choosing queer icons at the “Hail Mary: Our Queer Saints” show at the Footlight Bar in Ridgewood. 7 p.m. [$5]"
499,Learn the basics of watercoloring at a workshop for beginners at the South Beach Library in Staten Island. 5 p.m. [Free]
500,A talk on the “Frida Kahlo: Appearances Can Be Deceiving” exhibit at the Brooklyn Museum. 3 p.m. [Free with $20 admission to the exhibition]
501,— Derek Norman 
502,"Events are subject to change, so double-check before heading out. For more events, see the going-out guides from The Times’s culture pages."
503,It’s hard to overstate the revolutionary impact that bicycles have had on mankind.
504,"Paved roads were made for cyclists, not drivers, one author has argued."
505,"The Times’s Natalie Angier wrote, “Bicycles also gave birth to our national highway system.” And Ms. Angier also noted that suffragist Susan B. Anthony said, “I think it has done more to emancipate women than any one thing in the world.”"
506,"There are, of course, more recent examples of the impact of bicycles."
