,text
543,"
Brian Solomon





"
544,"

Make railroad photos great again
    
It’s more than just having an expensive camera in your hands



"
545,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
546,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
547,Enter keywords or a search phrase below:
548,The cult of the operating ratio
549,EMD passenger units through the years
550,2017 Trains Photo Contest winners
551,Map of the Month: BN’s brief passenger history
552,"A valley, history, and hope"
553,The dumbest (railfan) thing I ever did
554,In My Own Words: Seeing red
555,News & Photos
556,Locomotive
557,Technology
558,Passenger
559,Don Phillips
560,Fred W. Frailey
561,Brian Solomon
562,From the Editor
563,Preservation
564,Hot Spots
565,Ask Trains
566,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
567,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
568,Enter keywords or a search phrase below:
569,"


"
570,"
Hunter's CP legacy



                            By 
                        
                            Bill Stephens




"
571,"

                    In a pair of stories, Trains speaks with those closest to Harrison about what made him tick – and why they think he’s misunderstood
                "
572,"


"
573,"
Elephants can dance



                            By 
                        
                            C K Marsh Jr




"
574,"

                    A business car dinner leads to better service on the Southern Pacific
                "
575,"


"
576,"
West Virginia Secondary's second chance



                            By 
                        
                            Chase Gunnoe




"
577,"

                    How a dying route’s fortunes changed
                "
578,"


"
579,"
The Annie's little orphan



                            By 
                        
                            Brian Schmidt




"
580,"

                    Ann Arbor’s Hallett tower in north Toledo blurs the line between operator and dispatcher
                "
581,"


"
582,"
Seeking the ‘Empire Builder’



                            By 
                        
                            Kevin P. Keefe




"
583,"

                    What remains of one man’s and one train’s legacies on modern-day Amtrak
                "
584,"


"
585,"
In My Own Words: Silence is golden



                            By 
                        
                            Doug Riddell




"
586,"

                    No one is safe from admonishment if you don’t follow the rules of the Amtrak Quiet Car
                "
587,"
News & Photos





"
588,"

Wabtec, GE Transportation to merge
Union Pacific gears up for tech revolution
    
One-person crews or autonomous operations may be on the horizon


Foote: Service will lift traffic
    
CSX Transportation CEO targets merchandise traffic


Lac-Mégantic bypass will happen
    
Canadian government pledges to pay for part of the work


‘Moore’ on leadership
    
Ontario Northland CEO inspires Wheel-Rail Interaction audience with railroad transformation story



"
589,"
Fred W. Frailey





"
590,"

My big, bad, new Amtrak
    
What better ways exist to run the long-distance network? These are my ideas



"
591,"
Brian Solomon





"
592,"


Stupid questions?
    
Why answer inane questions from ignorant travelers?




"
593,"
Locomotive





"
594,"

Few flowers for Class I gensets
    
UP has 10 on order, BNSF is keeping its fleet, but most big railroads have stored their units or quit



"
595,"
Technology





"
596,"

Rail milling debut set for 2019
    
Austrian, Swiss companies say they’re building a milling machine to import to North America


London debuts automated commuter trains
    
In-cab operators on Thameslink routes will be responsible for opening and closing doors



"
597,"
Passenger





"
598,"

‘Southwest Chief’ at risk?
    
Amtrak letter triggers sharp rebuke from former president and politicians along route


Mississippi, Miami stations debut
    
Brightline’s MiamiCentral and Amtrak’s platform at Marks, Miss., begin serving passengers 



"
599,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
600,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
601,Enter keywords or a search phrase below:
602,Hunter's CP legacy
603,Elephants can dance
604,West Virginia Secondary's second chance
605,The Annie's little orphan
606,Seeking the ‘Empire Builder’
607,In My Own Words: Silence is golden
608,News & Photos
609,Fred W. Frailey
610,Brian Solomon
611,Locomotive
612,Technology
613,Passenger
614,From the Editor
615,Preservation
616,Ask Trains
617,Hot Spots
618,"


"
619,"
The train that gives back



                            By 
                        
                            Greg McDonnell




"
620,"

                    Canadian Pacific Railway's Holiday Train celebrates 20 years

Check out footage of the U.S. Holiday Train in 2017.
See the 2018 Holiday Train schedules in the U.S. and Canada.


"
621,"


"
622,"
A glass half full



                            By 
                        
                            Karl Zimmermann




"
623,"

                    50 years after the end of New York Central's 20th Century Limited, one can still enjoy the view from the Century's observation car, Hickory Creek
"
624,"


"
625,"
Diesel demise



                            By 
                        
                            Brian Solomon




"
626,"

                    Could breakthroughs in battery and hydrogen power doom the diesel to history?
                "
627,"


"
628,"
A private 'Dude'



                            By 
                        
                            Karl Zimmermann




"
629,"

                    The members-only train that served the Massachusetts elite
                "
630,"


"
631,"
Worthy Wyoming trek



                            By 
                        
                            Tom Danneman




"
632,"

                    BNSF's Cowley Local, the last daylight train through Sheep Canyon, makes the long and hot journey worthwhile
                "
633,"


"
634,"
Mileposts on the prairie



                            By 
                        
                            Steve Glischinski




"
635,"

                    Under BNSF, a former Minneapolis & St. Louis line survives
                "
636,"


"
637,"
In My Own Words: Agony on the Michigan Northern



                            By 
                        
                            Brian Buchanan




"
638,"

                    How one cab ride was not the thrilling experience it usually is
"
639,"
News & Photos





"
640,"

'Hunterizing Union Pacific' 
    
Precision Scheduled railroading heads west to Union Pacific after investor questions


Farewell to BNSF's leader
    
BNSF Railway Executive Chairman Matt Rose says he'll retire in April 2019


Big steam outlook for 2019
    
A lot of big excursion locomotives are looking for work; the Year of the Articulated looms



"
641,"
Fred W. Frailey





"
642,"

Big trains, short sidings. What happens?
    
Canadian National makes it work. Here's how



"
643,"
Brian Solomon





"
644,"

Ma, is that a really old train?
    
Reflections on the relative ages of trains in our lives



"
645,"
Locomotive





"
646,"

The Big Two's outlook for 2019
    
Progress and GE's rebuilding thrives while new loco sales continue to be sluggish



"
647,"
Technology





"
648,"

Six welded rail questions
    
Everything you were dying to know, but were afraid to ask



"
649,"
Passenger





"
650,"

Brightline bets on Vegas
    
Florida startup looks to bring trains back to one of the busiest travel markets



"
651,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
652,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
653,Enter keywords or a search phrase below:
654,The train that gives back
655,A glass half full
656,Diesel demise
657,A private 'Dude'
658,Worthy Wyoming trek
659,Mileposts on the prairie
660,In My Own Words: Agony on the Michigan Northern
661,News & Photos
662,Fred W. Frailey
663,Brian Solomon
664,Locomotive
665,Technology
666,Passenger
667,From the Editor
668,Preservation
669,Hot Spots
670,Ask Trains
671,"Trains Magazine is once again the presenting sponsor for the annual Wheel Rail Interaction Conference, held this year June 18 to 21 in New Orleans. Read more>>

"
672,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
673,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
674,Enter keywords or a search phrase below:
675,"Midwest flooding, NJ Transit's new summer of hell, and steam in the Caribbean"
676,"Railroading's most famous photo, golden spikes across America, Utah rails today"
677,Subscribers get full access to newswire.
678,50+ articles each  week.
679,A look at Trains' Oregon Coast Scenic photo charter
680,How do railroads keep tracks clear of snow and ice?
681,Explore one of the most important transportation events in America's history – the completion of the first transcontinental railroad.
682,"Our exclusive webcam located in Rochelle, Ill., showcasing live action where BNSF and Union Pacific main lines cross"
683,PHOTO OF THE DAY
684,HOTSPOTS
685,"Trains Magazine is once again the presenting sponsor for the annual Wheel Rail Interaction Conference, held this year June 18 to 21 in New Orleans. Read more>>

"
686,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
687,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
688,Enter keywords or a search phrase below:
689,"Midwest flooding, NJ Transit's new summer of hell, and steam in the Caribbean"
690,"Railroading's most famous photo, golden spikes across America, Utah rails today"
691,Subscribers get full access to newswire.
692,50+ articles each  week.
693,A look at Trains' Oregon Coast Scenic photo charter
694,How do railroads keep tracks clear of snow and ice?
695,Explore one of the most important transportation events in America's history – the completion of the first transcontinental railroad.
696,"Our exclusive webcam located in Rochelle, Ill., showcasing live action where BNSF and Union Pacific main lines cross"
697,PHOTO OF THE DAY
698,HOTSPOTS
699,"Trains Magazine is once again the presenting sponsor for the annual Wheel Rail Interaction Conference, held this year June 18 to 21 in New Orleans. Read more>>

"
700,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
701,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
702,Enter keywords or a search phrase below:
703,"Midwest flooding, NJ Transit's new summer of hell, and steam in the Caribbean"
704,"Railroading's most famous photo, golden spikes across America, Utah rails today"
705,Subscribers get full access to newswire.
706,50+ articles each  week.
707,A look at Trains' Oregon Coast Scenic photo charter
708,How do railroads keep tracks clear of snow and ice?
709,Explore one of the most important transportation events in America's history – the completion of the first transcontinental railroad.
710,"Our exclusive webcam located in Rochelle, Ill., showcasing live action where BNSF and Union Pacific main lines cross"
711,PHOTO OF THE DAY
712,HOTSPOTS
713,"Trains Magazine is once again the presenting sponsor for the annual Wheel Rail Interaction Conference, held this year June 18 to 21 in New Orleans. Read more>>

"
714,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
715,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
716,Enter keywords or a search phrase below:
717,"Midwest flooding, NJ Transit's new summer of hell, and steam in the Caribbean"
718,"Railroading's most famous photo, golden spikes across America, Utah rails today"
719,Subscribers get full access to newswire.
720,50+ articles each  week.
721,A look at Trains' Oregon Coast Scenic photo charter
722,How do railroads keep tracks clear of snow and ice?
723,Explore one of the most important transportation events in America's history – the completion of the first transcontinental railroad.
724,"Our exclusive webcam located in Rochelle, Ill., showcasing live action where BNSF and Union Pacific main lines cross"
725,PHOTO OF THE DAY
726,HOTSPOTS
727,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
728,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
729,Enter keywords or a search phrase below:
730,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
731,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
732,Enter keywords or a search phrase below:
733,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
734,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
735,Enter keywords or a search phrase below:
736,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
737,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
738,Enter keywords or a search phrase below:
739,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
740,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
741,Enter keywords or a search phrase below:
742,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
743,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
744,Enter keywords or a search phrase below:
745,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
746,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
747,Enter keywords or a search phrase below:
748,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
749,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
750,Enter keywords or a search phrase below:
751,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
752,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
753,Enter keywords or a search phrase below:
754,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
755,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
756,Enter keywords or a search phrase below:
757,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
758,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
759,Enter keywords or a search phrase below:
760,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
761,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
762,Enter keywords or a search phrase below:
763,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
764,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
765,Enter keywords or a search phrase below:
766,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
767,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
768,Enter keywords or a search phrase below:
769,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
770,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
771,Enter keywords or a search phrase below:
772,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
773,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
774,Enter keywords or a search phrase below:
775,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
776,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
777,Enter keywords or a search phrase below:
778,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
779,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
780,Enter keywords or a search phrase below:
781,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
782,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
783,Enter keywords or a search phrase below:
784,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
785,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
786,Enter keywords or a search phrase below:
787,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
788,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
789,Enter keywords or a search phrase below:
790,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
791,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
792,Enter keywords or a search phrase below:
793,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
794,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
795,Enter keywords or a search phrase below:
796,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
797,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
798,Enter keywords or a search phrase below:
799,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
800,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
801,Enter keywords or a search phrase below:
802,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
803,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
804,Enter keywords or a search phrase below:
805,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
806,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
807,Enter keywords or a search phrase below:
808,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
809,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
810,Enter keywords or a search phrase below:
811,"Lens: Sigma 100-400mm F5.6-6.3 DG OS HSM Contemporary at 220mm; Shutter: 1/500 sec; Aperture: f/18 ISO: 800; All Photos: Â© William Beecher Jr., 2017. All rights reserved.
"
812, Photographer William Beecher Jr.
813,The 10 o’clock news says one more day of blue skies before the weather turns to crud. That clinches it: photographer William Beecher Jr. packs his camera bag with a body and two essential Sigma lenses: the 24-105mm F4 Art and the 100-400mm F5-6.3 Contemporary.
814,"“Sigma has produced two winning lenses that have revolutionized and simplified my bag,” says Beecher. “These are my staple, go-to action lenses. I don’t like wasting opportunity or being stuck with the wrong equipment.” Both feature durable, solid construction and optical stabilization for sharp photographs even under the most difficult conditions."
815,Lens: Sigma 100-400mm F5.6-6.3 DG OS HSM Contemporary at 302mm; Shutter: 1/640 sec;   Aperture: f/13;   ISO: 400
816,"The Sigma 100-400mm F5-6.3 DG OS HSM Contemporary telephoto lens is compact and lightweight, and provides the reach and sharpness usually found in larger, heavier lenses. According to Beecher, “This lens will get you where you want to be, with great depth and clarity.”"
817,"The Sigma 100-400mm 5-6.3 DG HSM OS Contemporary is a state-of-the-art telephoto zoom that brings a new level of portability and quality to the super telephoto market. Touting Sigma’s Optical Stabilizer (OS), the Sigma 100-400mm 5-6.3 Contemporary is highly compact and lightweight compared to similar products on the market. A push/pull zooming function and a new Hyper Sonic Motor (HSM) allow for a more responsive approach to photography while a 1:3.8 macro feature can be utilized from up close or from a further distance. Like each and every Global Vision Lens, the Sigma 100-400mm Contemporary is handcrafted at our single factory in Aizu, Japan and undergoes individual evaluation before leaving Sigma’s facility."
818,"Lens: Sigma 24-105mm F4 DG OS HSM Art at 57mm; Shutter: 1/800 sec;   Aperture: f/10;   ISO: 400
"
819,"The Sigma 24-105mm F4 DG OS HSM Art is a high-performance zoom lens designed for high-resolution digital cameras. “This is my everyday, always-on-my-body wide-angle to medium telephoto lens,” Beecher says. “It’s a must-have for every serious railfan photographer.”"
820,"“The morning shines bright, and the trains are running, putting the 1-2 punch to my advantage. In just a couple hours, I have these great images of an exciting short line, and I’m extremely pleased with the results. Sigma has made this outing a memorable one!”"
821,"The Sigma 24-105mm F4 DG OS HSM Art lens is a premium lens designed for full frame cameras and will also work with APS-C sensors with an effective increase in focal length. The 24-105mm F4 is a highly versatile focal range and staple everyday lens. With the increasing resolution power of new sensors, it is designed to bring out the true potential of evolving camera technology. Sigma’s 24-105mm f4 includes proprietary Sigma technology including our Hyper Sonic Motor (HSM) which ensures fast, quiet and accurate autofocusing as well as our Optical Stabilizer (OS) which compensates for camera shake. A 9 blade rounded diaphragm creates beautiful background blur, while FLD and SLD glass elements compensate for various aberrations, distortion and curvature. The use of Thermally Composite Material (TSC) reduces size and weight and as part of the new Global Vision design, it is compatible with the Sigma USB dock for further customization and the new Mount Conversion Service."
822,Lens: Sigma 100-400mm F5.6-6.3 DG OS HSM Contemporary at 191mm; Shutter: 1/1000 sec; Aperture: f/9; ISO: 800
823,"The Sigma 24-105 F4 Art lens is available in Sigma, Canon, Sony-A and Nikon mounts. The Sigma 100-400mm F5-6.3 Contemporary lens is available in Sigma, Canon and Nikon mounts. Sigma lenses are covered under the Sigma Corp. of America 4-year limited warranty when purchased through a Sigma authorized dealer."
824,"Since 1961, Sigma has developed technologies that enable photographers to capture perfect images. Today, Sigma is a top choice for railfans worldwide. Sigma lenses are handcrafted at our single factory in Aizu, Japan."
825,1940-Present
826,"1Electro-Motive Corporation 103, FT demonstrator, concludes 11-month, 83,764-mile test over 20 railroads in 35 states from Portland, Me., to Bakersfield, Calif., from Seattle to Atlanta. "
827,"New York Central receives first dual-service 4-8-2 Mohawk, No. 3000."
828,"Al Kalmbach publishes first issue of Trains, with Linn H. Westcott and Willard V. Anderson as co-editors."
829,"Three new alternate-day streamliners debut in Chicago-Florida service: City of Miami, South Wind, and Dixie Flagler."
830,Chicago &  Eastern Illinois emerges from receivership into private management.
831,Chicago North Shore &  Milwaukee receives first of two Electroliners.
832,"Santa Fe 100, first revenue FT diesel, placed in service."
833,"Last run of Denver &  Rio Grande Western narrow-gauge to Santa Fe, N. Mex."
834,First Union Pacific 4-8-8-4 Big Boy accepted from Alco.
835,"UP City of Salina, first Streamliner (M-10,000 from 1934), removed from service."
836,"Government takes over Toledo, Peoria &  Western because of labor strife."
837,"First Pennsylvania T1 4-4-4-4, 6110, built by Baldwin."
838,"Illinois Central introduces all-new Panama Limited, last prewar lightweight train."
839,"Daniel Willard, 81, president of Baltimore &  Ohio for 31 years, dies."
840,"Kalmbach Publishing Co. moves from 1568 W. Pierce St. to 1027 N. 7th St., Milwaukee."
841,Canadian National's Montreal Central Terminal opens.
842,"Burned-off journal derails PRR Congressional at Frankford Junction, Pa., killing 79."
843,"Fire in Tunnel 20 closes Denver &  Salt Lake main on Colorado's Front Range for 72 days, forcing D& SL and tenant D& RGW to detour via Tennessee Pass."
844,"Monson Railroad, last Maine 2-foot-gauge common carrier, quits."
845,"Atlantic Coast Line Tamiami Champions derail and collide near Buie, N.C., killing 72."
846,"Rio Grande's Leadville-Ibex (Colo.) branch, highest standard-gauge line in U.S. at 11,512 feet, abandoned; title passes to nearby Colorado &  Southern at 11,465 feet."
847,Bangor &  Aroostook orders a 4-8-2 and a 2-8-0 (last new Class 1 Consolidation) from Alco.
848,Centennial of the railroad telegraph.
849,"NYC orders 300 passenger cars from three builders, ending drought caused by WWII shortages."
850,"Alco delivers 1000th diesel, Wabash S2 317."
851,"Fairbanks-Morse turns out its first diesel-electric, Milwaukee Road 1000 h.p. switcher 1802."
852,"Central of New Jersey introduces Statue of Liberty emblem, replacing old circular logo."
853,"Chicago, Burlington &  Quincy operates 82-car mail and express train, Chicago to Council Bluffs Transfer."
854,Washington Union Station closes its doors for several hours account overcapacity crush of sales and passengers.
855,"Norfolk &  Western J-class 4-8-4, on loan to PRR's Fort Wayne Division for testing, pulls Broadway Limited eastbound from Chicago."
856,NYC places first Niagara 4-8-4 in service.
857,"Santa Fe opens new Colorado River bridge at Topock, Ariz."
858,"New York, Susquehanna &  Western dieselizes, first Class 1 to do so (Texas Mexican had dieselized in 1939 but used steam occasionally later)."
859,Joint Milwaukee Road-Rock Island Harry S Truman Missouri River bridge at Kansas City completed.
860,"2 First revenue trip of Burlington Silver Dome, first dome coach, on Twin Cities Zephyr."
861,"Robert R. Young proposes to consolidate Chesapeake &  Ohio, Pere Marquette, Nickel Plate, and Wheeling &  Lake Erie (derailed by NKP shareholders a month later)."
862,Wartime restrictions on railroad enthusiast photography lifted.
863,"Oregon Electric announces intent to retire electrification, dieselize."
864,Rio Grande opens new Tennessee Pass (Colo.) tunnel and Northern Pacific a new Bozeman Pass (Mont ) tunnel.
865,"Atlanta, Birmingham &  Coast merged into Atlantic Coast Line."
866,B&O shifts Detroit passenger trains from Fort Street Union Depot to Michigan Central Station.
867,Canadian Pacific reinstates beaver in new company emblem.
868,Wartime restriction on sleeping-car runs of under 450 miles lifted.
869,Centennial of Pennsylvania Railroad's charter.
870,"Rear-end collision of CB& Q Exposition Flyer and Advance Flyer at Naperville, Ill., kills 45."
871,"John W. Barriger III named president of Chicago, Indianapolis &  Louisville (Monon Route)."
872,Boston &  Maine discontinues Hoosac Tunnel electrification in favor of diesels.
873,"3 Last PRR T1, 5549, enters service."
874,"Missouri &  North Arkansas struck, leading to dismemberment of 335-mile line."
875,"Debut of Alco's 75,000th locomotive, Santa Fe ""PA"" A-B-A set No. 51."
876,"4 Great Northern introduces all-new Empire Builder, first postwar streamlined train."
877,Florida East Coast opens 25-mile Fort Pierce-Lake Okeechobee cutoff.
878,"Last run of 190-mile Pittsburg, Shawmut &  Northern."
879,"Edaville Railroad opens in Massachusetts, reincarnating three Maine 2-footers for tourists."
880,"Gulf, Mobile & Ohio acquires Alton Railroad."
881,TP& W resumes service after 19-month strike.
882,5 General Motors' Train of Tomorrow begins nationwide tour from Chicago.
883,Pere Marquette merged into C&O.
884,Monon Route marks centennial.
885,"Rock Island completes $15 million, five-site Iowa relocation project."
886,Freedom Train begins nationwide tour behind Alco PA Spirit of 1776.
887,"Lima Locomotive Works merges with General Machinery of Hamilton, Ohio, to create Lima-Hamilton Corporation."
888,Tonopah &  Goldfield abandoned.
889,Trains enlarges from 6¾ x 10¼-inch to 8¼ x 11¼-inch format.
890,C&O's new Baldwin steam-turbine No. 500 begins tour.
891,Rock Island emerges from long and acrimonious reorganization.
892,"Virginian receives largest electric locomotives, two-unit GE motor-generator sets."
893,Norfolk Southern goes freight-only.
894,Santa Fe begins daily Super Chief.
895,Al Kalmbach hires David P. Morgan.
896,Chicago Railroad Fair opens.
897,Willard V. Anderson named Trains editor; A. C. Kalmbach remains publisher.
898,Centennial of Erie's Starrucca Viaduct.
899,NYC introduces all-new 20th Century Limited.
900,Alco-GE gas-turbine electric finished.
901,B&O pays first dividend since 1931.
902,C& EI marks centennial of predecessor's charter.
903,"Midland Terminal, last remnant of Colorado Midland, ceases operation."
904,Burlington Route marks centennial of first predecessor's charter.
905,"6 California Zephyr inaugurated over Burlington, Rio Grande, and Western Pacific."
906,Airline passenger-miles exceed Pullman passenger-miles for first time.
907,"Lima outshops last steam locomotive, Nickel Plate S-3 2-8-4 No. 779."
908,Atlantic &  Danville resumes independent operation.
909,"Baldwin outshops last domestic steam locomotive, C& O H6 2-6-6-2 1309."
910,7 Budd introduces the RDC1.
911,EMD introduces the GP7.
912,"GM&O becomes first ""major railroad"" (2901 miles) to dieselize."
913,Wheeling &  Lake Erie leased by Nickel Plate Road.
914,"

 


Choose Your Digital Option
Trains magazine is available in both print and digital versions. Through our partnership with Zinio, you can now enjoy Trains on your PC, Mac, iPhone, iPod Touch, iPad, and select Android devices.
Select the format that is best for you!


Digital + Print Subscription
 Get Both » 
Save with the digital + Print Combo.


Digital Subscription Only
 Buy Now » 
Get Trains Magazine for your Digital Device.


Already a Subscriber?
 Login » 
Login to Add Digital.




Digital editions of this magazine are also available for purchase through the providers below:



    Apple Newsstand



    Barnes & Noble



    Google Play Store



    Amazon


Apple and the Apple logo are trademarks of Apple, Inc., registered in the United States and other countries. App Store is a service mark of Apple Inc. Google Play is a trademark of Google Inc. Barnes & Noble is a registered trademark of Barnes & Noble Booksellers, Inc. Nook and the Nook logo are registered trademarks of Barnesandnoble.com LLC. Amazon Kindle Fire is a trademark of Amazon.com, Inc., or its affiliates.



"
915,MagazineNewsRailroadsBlogs & ForumsPhotos & VideosLocomotivesShop
916,"TRAINS FREE EMAIL NEWSLETTER
                
                  Get our weekly newsletter delivered to your inbox
                Sign upCONNECT WITH US"
917,Enter keywords or a search phrase below:
918, 
919,"Trains magazine is available in both print and digital versions. Through our partnership with Zinio, you can now enjoy Trains on your PC, Mac, iPhone, iPod Touch, iPad, and select Android devices."
920,Select the format that is best for you!
921,Save with the digital + Print Combo.
922,Get Trains Magazine for your Digital Device.
923,Login to Add Digital.
924,"
    Apple Newsstand"
925,"
    Barnes & Noble"
926,"
    Google Play Store"
927,"
    Amazon"
